Date,Asset,Daily Return,Daily Return (%)
2020-05-11,HDFC Bank,-0.014261883792669017,-1.4261883792669017
2020-05-12,HDFC Bank,-0.015560167013885073,-1.5560167013885073
2020-05-13,HDFC Bank,0.028950105910059643,2.8950105910059643
2020-05-14,HDFC Bank,-0.03659772499254321,-3.6597724992543212
2020-05-15,HDFC Bank,-0.006210321055325818,-0.6210321055325818
2020-05-18,HDFC Bank,-0.05798557616177624,-5.798557616177624
2020-05-19,HDFC Bank,-0.007171519553835437,-0.7171519553835437
2020-05-20,HDFC Bank,0.03184248605226303,3.184248605226303
2020-05-21,HDFC Bank,0.0028584929806731996,0.28584929806731996
2020-05-22,HDFC Bank,-0.024082376975501862,-2.4082376975501862
2020-05-26,HDFC Bank,0.016153164257258767,1.6153164257258767
2020-05-27,HDFC Bank,0.060124333270215935,6.0124333270215935
2020-05-28,HDFC Bank,0.04603544781529045,4.603544781529045
2020-05-29,HDFC Bank,0.006770653083688627,0.6770653083688627
2020-06-01,HDFC Bank,0.03782909046855987,3.7829090468559867
2020-06-02,HDFC Bank,0.013516831506129146,1.3516831506129146
2020-06-03,HDFC Bank,0.021228955812523154,2.1228955812523154
2020-06-04,HDFC Bank,-0.020102713725699273,-2.0102713725699273
2020-06-05,HDFC Bank,0.031596155555193794,3.1596155555193794
2020-06-08,HDFC Bank,-0.016886680352744543,-1.6886680352744543
2020-06-09,HDFC Bank,-0.02815253181023758,-2.815253181023758
2020-06-10,HDFC Bank,0.004608498559661722,0.46084985596617223
2020-06-11,HDFC Bank,-0.02344089606299571,-2.344089606299571
2020-06-12,HDFC Bank,0.014608619743673446,1.4608619743673446
2020-06-15,HDFC Bank,-0.03347752077060295,-3.3477520770602953
2020-06-16,HDFC Bank,0.04269111539435255,4.269111539435255
2020-06-17,HDFC Bank,-0.011258190674666713,-1.1258190674666713
2020-06-18,HDFC Bank,0.04156251716221737,4.156251716221737
2020-06-19,HDFC Bank,0.013137779218670653,1.3137779218670653
2020-06-22,HDFC Bank,-0.004451493503550341,-0.4451493503550341
2020-06-23,HDFC Bank,0.013171276386297004,1.3171276386297004
2020-06-24,HDFC Bank,-0.009402150079192872,-0.9402150079192872
2020-06-25,HDFC Bank,-0.0036320481283649286,-0.36320481283649286
2020-06-26,HDFC Bank,0.026925809038842008,2.692580903884201
2020-06-29,HDFC Bank,0.01855299544885236,1.855299544885236
2020-06-30,HDFC Bank,-0.009479200091020767,-0.9479200091020767
2020-07-01,HDFC Bank,0.01759133748592001,1.7591337485920011
2020-07-02,HDFC Bank,0.004425839155555611,0.4425839155555611
2020-07-03,HDFC Bank,-0.014182163848936113,-1.4182163848936113
2020-07-06,HDFC Bank,0.027049779572475785,2.7049779572475785
2020-07-07,HDFC Bank,0.0019489931310729958,0.19489931310729958
2020-07-08,HDFC Bank,0.004705280982044258,0.47052809820442576
2020-07-09,HDFC Bank,0.013148884053935328,1.3148884053935328
2020-07-10,HDFC Bank,-0.017645070125976492,-1.7645070125976492
2020-07-13,HDFC Bank,-0.022486715563871496,-2.2486715563871496
2020-07-14,HDFC Bank,-0.019810222851893933,-1.9810222851893933
2020-07-15,HDFC Bank,-0.005383236622068965,-0.5383236622068965
2020-07-16,HDFC Bank,0.008925809125368556,0.8925809125368556
2020-07-17,HDFC Bank,0.033786542149319976,3.3786542149319976
2020-07-20,HDFC Bank,0.03149882446601526,3.1498824466015263
2020-07-21,HDFC Bank,0.004854202228826043,0.48542022288260434
2020-07-22,HDFC Bank,-0.01071529131975335,-1.071529131975335
2020-07-23,HDFC Bank,0.003595601439450258,0.3595601439450258
2020-07-24,HDFC Bank,-0.009996451238369453,-0.9996451238369453
2020-07-27,HDFC Bank,-0.03538552364527303,-3.538552364527303
2020-07-28,HDFC Bank,0.006623427973497575,0.6623427973497575
2020-07-29,HDFC Bank,-0.020291719081435233,-2.0291719081435233
2020-07-30,HDFC Bank,-0.013103563697759446,-1.3103563697759446
2020-07-31,HDFC Bank,-0.016989376940005574,-1.6989376940005574
2020-08-03,HDFC Bank,-0.029821978020723505,-2.9821978020723505
2020-08-04,HDFC Bank,0.039570910201081055,3.9570910201081055
2020-08-05,HDFC Bank,-0.013536211855415203,-1.3536211855415203
2020-08-06,HDFC Bank,0.012797345099289537,1.2797345099289537
2020-08-07,HDFC Bank,0.00302680873348371,0.302680873348371
2020-08-10,HDFC Bank,0.006514407376560838,0.6514407376560838
2020-08-11,HDFC Bank,0.015228696988351942,1.5228696988351942
2020-08-12,HDFC Bank,-0.0027655576821098427,-0.27655576821098427
2020-08-13,HDFC Bank,-0.004371590891316113,-0.4371590891316113
2020-08-14,HDFC Bank,-0.023228398909565073,-2.3228398909565073
2020-08-17,HDFC Bank,-0.0016433690357029462,-0.16433690357029462
2020-08-18,HDFC Bank,0.0229968329944501,2.29968329944501
2020-08-19,HDFC Bank,0.009559932951257677,0.9559932951257677
2020-08-20,HDFC Bank,-0.007125576369057529,-0.7125576369057529
2020-08-21,HDFC Bank,0.02516520194035543,2.516520194035543
2020-08-24,HDFC Bank,0.02892292112356243,2.892292112356243
2020-08-25,HDFC Bank,0.002372261789239216,0.23722617892392162
2020-08-26,HDFC Bank,-0.0011164557409307774,-0.11164557409307774
2020-08-27,HDFC Bank,-0.005677540752197396,-0.5677540752197396
2020-08-28,HDFC Bank,0.0021582868567151525,0.21582868567151525
2020-08-31,HDFC Bank,0.0012113556392043812,0.12113556392043812
2020-09-01,HDFC Bank,0.010261111997541983,1.0261111997541983
2020-09-02,HDFC Bank,0.006076446593140883,0.6076446593140883
2020-09-03,HDFC Bank,-0.0028654314561673555,-0.28654314561673555
2020-09-04,HDFC Bank,-0.010257432073937256,-1.0257432073937256
2020-09-07,HDFC Bank,-0.007861992247797045,-0.7861992247797045
2020-09-08,HDFC Bank,0.001755920450810411,0.1755920450810411
2020-09-09,HDFC Bank,-0.014337826140719656,-1.4337826140719656
2020-09-10,HDFC Bank,-0.005426123881032585,-0.5426123881032585
2020-09-11,HDFC Bank,-0.010912055325996928,-1.0912055325996928
2020-09-14,HDFC Bank,-0.01919078178832101,-1.919078178832101
2020-09-15,HDFC Bank,0.011862706375742604,1.1862706375742604
2020-09-16,HDFC Bank,0.02162542703623549,2.162542703623549
2020-09-17,HDFC Bank,-0.009189492455512038,-0.9189492455512038
2020-09-18,HDFC Bank,-0.024270907373436068,-2.427090737343607
2020-09-21,HDFC Bank,-0.007566425856300074,-0.7566425856300074
2020-09-22,HDFC Bank,-0.013246934042506653,-1.3246934042506653
2020-09-23,HDFC Bank,0.01144482012788206,1.144482012788206
2020-09-24,HDFC Bank,-0.016089779459440234,-1.6089779459440234
2020-09-25,HDFC Bank,0.01319881773318854,1.319881773318854
2020-09-28,HDFC Bank,0.009770017580911672,0.9770017580911672
2020-09-29,HDFC Bank,0.007920861229772314,0.7920861229772314
2020-09-30,HDFC Bank,0.015105117919901767,1.5105117919901767
2020-10-01,HDFC Bank,0.026284006171525487,2.6284006171525487
2020-10-05,HDFC Bank,0.006685115383777918,0.6685115383777918
2020-10-06,HDFC Bank,0.026697146071064326,2.6697146071064326
2020-10-07,HDFC Bank,0.0158639678412813,1.5863967841281301
2020-10-08,HDFC Bank,0.025424861753525985,2.5424861753525985
2020-10-09,HDFC Bank,0.03503110355797445,3.5031103557974452
2020-10-12,HDFC Bank,-0.016132295507433336,-1.6132295507433336
2020-10-13,HDFC Bank,-0.012524325839082251,-1.252432583908225
2020-10-14,HDFC Bank,0.010889079317417671,1.0889079317417671
2020-10-15,HDFC Bank,-0.03487423492008568,-3.487423492008568
2020-10-16,HDFC Bank,0.025743134043794802,2.57431340437948
2020-10-19,HDFC Bank,0.0035018234977404195,0.35018234977404195
2020-10-20,HDFC Bank,0.016949907132221442,1.6949907132221442
2020-10-21,HDFC Bank,0.018587346269937743,1.8587346269937743
2020-10-22,HDFC Bank,-0.010748331088361818,-1.0748331088361818
2020-10-23,HDFC Bank,0.0020270241560262914,0.20270241560262914
2020-10-26,HDFC Bank,-0.020148985219999527,-2.0148985219999527
2020-10-27,HDFC Bank,0.0183335841586858,1.83335841586858
2020-10-28,HDFC Bank,-0.0190576707666682,-1.90576707666682
2020-10-29,HDFC Bank,-0.01851845634149285,-1.851845634149285
2020-10-30,HDFC Bank,-0.0030744043369185237,-0.30744043369185237
2020-11-02,HDFC Bank,0.026783755428623657,2.6783755428623657
2020-11-03,HDFC Bank,0.026907864835192363,2.6907864835192363
2020-11-04,HDFC Bank,0.007572418892960453,0.7572418892960453
2020-11-05,HDFC Bank,0.009384695627747908,0.9384695627747908
2020-11-06,HDFC Bank,0.030294619246877375,3.0294619246877375
2020-11-09,HDFC Bank,0.02515951054545429,2.515951054545429
2020-11-10,HDFC Bank,0.03961078686999375,3.9610786869993753
2020-11-11,HDFC Bank,-0.002655071488298022,-0.2655071488298022
2020-11-12,HDFC Bank,-0.013130011364331451,-1.313001136433145
2020-11-13,HDFC Bank,-0.009404111169520224,-0.9404111169520224
2020-11-14,HDFC Bank,0.008021504578062721,0.8021504578062721
2020-11-17,HDFC Bank,0.028291022561387713,2.8291022561387713
2020-11-18,HDFC Bank,0.00017756945277080938,0.017756945277080938
2020-11-19,HDFC Bank,-0.024384262383386646,-2.4384262383386646
2020-11-20,HDFC Bank,0.021319321587842444,2.1319321587842444
2020-11-23,HDFC Bank,-0.006447586849685494,-0.6447586849685494
2020-11-24,HDFC Bank,0.0312633924302157,3.1263392430215697
2020-11-25,HDFC Bank,-0.024614119124907075,-2.4614119124907075
2020-11-26,HDFC Bank,0.01700176211355009,1.700176211355009
2020-11-27,HDFC Bank,0.00995330976843678,0.995330976843678
2020-12-01,HDFC Bank,-0.005239937472449663,-0.5239937472449663
2020-12-02,HDFC Bank,-0.01838414910309971,-1.8384149103099712
2020-12-03,HDFC Bank,-0.021145006743007677,-2.1145006743007677
2020-12-04,HDFC Bank,0.006099204247715928,0.6099204247715928
2020-12-07,HDFC Bank,-0.009634743015685898,-0.9634743015685898
2020-12-08,HDFC Bank,0.0029514797353205058,0.2951479735320506
2020-12-09,HDFC Bank,0.022451382261295727,2.2451382261295727
2020-12-10,HDFC Bank,-0.015171888454351579,-1.5171888454351579
2020-12-11,HDFC Bank,-0.0022008434880850247,-0.22008434880850247
2020-12-14,HDFC Bank,-0.007701704681108423,-0.7701704681108423
2020-12-15,HDFC Bank,0.013956268328743304,1.3956268328743304
2020-12-16,HDFC Bank,0.013943553458260816,1.3943553458260816
2020-12-17,HDFC Bank,0.022045996729537443,2.2045996729537443
2020-12-18,HDFC Bank,-0.021119580274386318,-2.111958027438632
2020-12-21,HDFC Bank,-0.027420485817227003,-2.7420485817227003
2020-12-22,HDFC Bank,0.0003277511603241301,0.03277511603241301
2020-12-23,HDFC Bank,0.0018571887229097417,0.18571887229097417
2020-12-24,HDFC Bank,0.015592608253431228,1.5592608253431228
2020-12-28,HDFC Bank,0.011273256559773293,1.1273256559773293
2020-12-29,HDFC Bank,0.010156795425056098,1.0156795425056098
2020-12-30,HDFC Bank,0.0037136580201602154,0.37136580201602154
2020-12-31,HDFC Bank,0.0026526625351406263,0.26526625351406263
2021-01-01,HDFC Bank,-0.007832494261309275,-0.7832494261309275
2021-01-04,HDFC Bank,-0.006350671739432601,-0.6350671739432601
2021-01-05,HDFC Bank,0.007556470444664454,0.7556470444664454
2021-01-06,HDFC Bank,-0.004310825336872437,-0.4310825336872437
2021-01-07,HDFC Bank,-0.0030268149799858035,-0.30268149799858035
2021-01-08,HDFC Bank,0.010873558001976091,1.0873558001976091
2021-01-11,HDFC Bank,0.013830313804041428,1.3830313804041428
2021-01-12,HDFC Bank,0.020358893475568296,2.0358893475568296
2021-01-13,HDFC Bank,-0.006988369318864818,-0.6988369318864818
2021-01-14,HDFC Bank,-0.001291969522596692,-0.1291969522596692
2021-01-15,HDFC Bank,-0.0014298464525089871,-0.1429846452508987
2021-01-18,HDFC Bank,0.011216025348540715,1.1216025348540715
2021-01-19,HDFC Bank,0.013991133098308906,1.3991133098308906
2021-01-20,HDFC Bank,-0.007879926620236066,-0.7879926620236066
2021-01-21,HDFC Bank,-0.011528072142495849,-1.1528072142495849
2021-01-22,HDFC Bank,-0.021189332242710246,-2.1189332242710246
2021-01-25,HDFC Bank,0.013369796386886845,1.3369796386886845
2021-01-27,HDFC Bank,-0.03640162031760996,-3.640162031760996
2021-01-28,HDFC Bank,-0.027064454667967808,-2.7064454667967808
2021-01-29,HDFC Bank,0.013890603058758444,1.3890603058758444
2021-02-01,HDFC Bank,0.062027974946745834,6.202797494674583
2021-02-02,HDFC Bank,0.0567462481119243,5.67462481119243
2021-02-03,HDFC Bank,0.009131438362518285,0.9131438362518285
2021-02-04,HDFC Bank,0.0027303411279220313,0.27303411279220313
2021-02-05,HDFC Bank,0.011715550667634744,1.1715550667634744
2021-02-08,HDFC Bank,0.0047884674632603375,0.47884674632603375
2021-02-09,HDFC Bank,0.004111598070660749,0.4111598070660749
2021-02-10,HDFC Bank,-0.018674208721105923,-1.8674208721105923
2021-02-11,HDFC Bank,-0.00594283773794313,-0.594283773794313
2021-02-12,HDFC Bank,0.006105597389185924,0.6105597389185924
2021-02-15,HDFC Bank,0.02190334252804882,2.190334252804882
2021-02-16,HDFC Bank,0.006216765362976329,0.6216765362976329
2021-02-17,HDFC Bank,-0.02468281883544854,-2.468281883544854
2021-02-18,HDFC Bank,-0.020296074742893744,-2.0296074742893744
2021-02-19,HDFC Bank,-0.009779501835763815,-0.9779501835763815
2021-02-22,HDFC Bank,0.0057826987204177005,0.57826987204177
2021-02-23,HDFC Bank,-0.012177056189493607,-1.2177056189493607
2021-02-24,HDFC Bank,0.05055094543561278,5.055094543561278
2021-02-25,HDFC Bank,-3.107145382352794e-05,-0.003107145382352794
2021-02-26,HDFC Bank,-0.04482078227792319,-4.482078227792319
2021-03-01,HDFC Bank,0.015967332929192946,1.5967332929192946
2021-03-02,HDFC Bank,0.005965571713718809,0.5965571713718809
2021-03-03,HDFC Bank,0.011892719991552392,1.1892719991552392
2021-03-04,HDFC Bank,-0.021930322454089213,-2.1930322454089213
2021-03-05,HDFC Bank,-0.014206931259123201,-1.42069312591232
2021-03-08,HDFC Bank,-0.006862772633098202,-0.6862772633098202
2021-03-09,HDFC Bank,0.028298806495982376,2.8298806495982376
2021-03-10,HDFC Bank,-0.004320011362846543,-0.4320011362846543
2021-03-12,HDFC Bank,-0.0024425969506191025,-0.24425969506191025
2021-03-15,HDFC Bank,-0.0150132617933727,-1.50132617933727
2021-03-16,HDFC Bank,-0.010793855990960721,-1.0793855990960721
2021-03-17,HDFC Bank,-0.011110122474207174,-1.1110122474207174
2021-03-18,HDFC Bank,-0.00290896353794734,-0.290896353794734
2021-03-19,HDFC Bank,0.004359524632126854,0.43595246321268544
2021-03-22,HDFC Bank,-0.01893154972208866,-1.8931549722088659
2021-03-23,HDFC Bank,0.021100589287703198,2.1100589287703198
2021-03-24,HDFC Bank,-0.014231918306963687,-1.4231918306963687
2021-03-25,HDFC Bank,-0.010447650784636942,-1.0447650784636942
2021-03-26,HDFC Bank,0.01910011616169527,1.9100116161695269
2021-03-30,HDFC Bank,0.041842574078334804,4.18425740783348
2021-03-31,HDFC Bank,-0.03864970439527471,-3.864970439527471
2021-04-01,HDFC Bank,-0.00461939706456993,-0.461939706456993
2021-04-05,HDFC Bank,-0.024987511443254173,-2.4987511443254173
2021-04-06,HDFC Bank,-0.006449991373561281,-0.6449991373561281
2021-04-07,HDFC Bank,0.004825417455279979,0.4825417455279979
2021-04-08,HDFC Bank,-0.009950119046746142,-0.9950119046746142
2021-04-09,HDFC Bank,-0.00771218662641282,-0.771218662641282
2021-04-12,HDFC Bank,-0.03847370893498325,-3.8473708934983253
2021-04-13,HDFC Bank,0.02435907215874389,2.435907215874389
2021-04-15,HDFC Bank,0.021244476510951182,2.1244476510951182
2021-04-16,HDFC Bank,-0.0010137435260025862,-0.10137435260025862
2021-04-19,HDFC Bank,-0.011374325877059,-1.1374325877059
2021-04-20,HDFC Bank,-0.014868460571935027,-1.4868460571935027
2021-04-22,HDFC Bank,0.022351606254235268,2.235160625423527
2021-04-23,HDFC Bank,-0.00586979181920444,-0.586979181920444
2021-04-26,HDFC Bank,-0.006611771916705145,-0.6611771916705145
2021-04-27,HDFC Bank,0.024131428332153426,2.4131428332153426
2021-04-28,HDFC Bank,0.026482338081053713,2.6482338081053713
2021-04-29,HDFC Bank,-0.0029117032337275806,-0.29117032337275806
2021-04-30,HDFC Bank,-0.040882884098018324,-4.088288409801832
2021-05-03,HDFC Bank,0.0015223406811246676,0.15223406811246676
2021-05-04,HDFC Bank,-0.018452425554491114,-1.8452425554491114
2021-05-05,HDFC Bank,0.010263936121836403,1.0263936121836403
2021-05-06,HDFC Bank,-0.0012119294205931164,-0.12119294205931164
2021-05-07,HDFC Bank,0.009886380873487033,0.9886380873487033
2021-05-10,HDFC Bank,0.00360484164458863,0.360484164458863
2021-05-11,HDFC Bank,-0.01147997857117422,-1.147997857117422
2021-05-12,HDFC Bank,-0.0028856598248105936,-0.28856598248105936
2021-05-14,HDFC Bank,-0.009038787703818829,-0.9038787703818829
2021-05-17,HDFC Bank,0.038504513100034554,3.8504513100034554
2021-05-18,HDFC Bank,0.025307971935660145,2.5307971935660145
2021-05-19,HDFC Bank,-0.012527951701943096,-1.2527951701943096
2021-05-20,HDFC Bank,-0.01741859099494869,-1.741859099494869
2021-05-21,HDFC Bank,0.045016786315511315,4.5016786315511315
2021-05-24,HDFC Bank,0.008448394541670012,0.8448394541670012
2021-05-25,HDFC Bank,-0.020530437232380794,-2.0530437232380794
2021-05-26,HDFC Bank,-0.0012846304096519878,-0.12846304096519878
2021-05-27,HDFC Bank,0.0037912613660675554,0.37912613660675554
2021-05-28,HDFC Bank,0.014028957262165909,1.4028957262165909
2021-05-31,HDFC Bank,0.008247748599908622,0.8247748599908622
2021-06-01,HDFC Bank,-0.0027378225106604592,-0.2737822510660459
2021-06-02,HDFC Bank,-0.005093496906229067,-0.5093496906229067
2021-06-03,HDFC Bank,0.011004038481338574,1.1004038481338574
2021-06-04,HDFC Bank,-0.012890232402250956,-1.2890232402250956
2021-06-07,HDFC Bank,-0.0007328414206579925,-0.07328414206579925
2021-06-08,HDFC Bank,-0.011201060761435233,-1.1201060761435233
2021-06-09,HDFC Bank,-0.0018543047059640383,-0.18543047059640383
2021-06-10,HDFC Bank,0.0005067635588678066,0.050676355886780655
2021-06-11,HDFC Bank,0.003578277383017081,0.3578277383017081
2021-06-14,HDFC Bank,-0.00464208498772134,-0.464208498772134
2021-06-15,HDFC Bank,0.007299958459768607,0.7299958459768607
2021-06-16,HDFC Bank,-0.003791350284916062,-0.3791350284916062
2021-06-17,HDFC Bank,-0.012461110048238688,-1.2461110048238688
2021-06-18,HDFC Bank,0.009344399718089091,0.9344399718089091
2021-06-21,HDFC Bank,0.006014339721396533,0.6014339721396533
2021-06-22,HDFC Bank,-0.0032914815380640228,-0.3291481538064023
2021-06-23,HDFC Bank,0.0011458722376294084,0.11458722376294084
2021-06-24,HDFC Bank,0.013968262031557321,1.3968262031557321
2021-06-25,HDFC Bank,0.005875501164106289,0.5875501164106289
2021-06-28,HDFC Bank,-0.004455163191980027,-0.4455163191980027
2021-06-29,HDFC Bank,0.00013323766394246483,0.013323766394246483
2021-06-30,HDFC Bank,-0.0027629671218636354,-0.27629671218636354
2021-07-01,HDFC Bank,-0.007443712346446696,-0.7443712346446696
2021-07-02,HDFC Bank,-0.0042711105870197885,-0.42711105870197885
2021-07-05,HDFC Bank,0.010166251586948505,1.0166251586948505
2021-07-06,HDFC Bank,0.026246229675531696,2.6246229675531696
2021-07-07,HDFC Bank,0.0031276426166189086,0.31276426166189086
2021-07-08,HDFC Bank,-0.01237420656762711,-1.237420656762711
2021-07-09,HDFC Bank,-0.012134508605936789,-1.213450860593679
2021-07-12,HDFC Bank,-0.009986615902454754,-0.9986615902454754
2021-07-13,HDFC Bank,0.009986472119943635,0.9986472119943635
2021-07-14,HDFC Bank,-0.0017977530432081723,-0.17977530432081723
2021-07-15,HDFC Bank,0.014374687352159743,1.4374687352159743
2021-07-16,HDFC Bank,0.0010850278762695176,0.10850278762695176
2021-07-19,HDFC Bank,-0.03373059430453795,-3.3730594304537953
2021-07-20,HDFC Bank,-0.018932825055131053,-1.8932825055131053
2021-07-22,HDFC Bank,0.0038457912462173116,0.38457912462173116
2021-07-23,HDFC Bank,-0.004107129511489949,-0.41071295114899486
2021-07-26,HDFC Bank,-0.005683533484982184,-0.5683533484982184
2021-07-27,HDFC Bank,0.003624786948402736,0.3624786948402736
2021-07-28,HDFC Bank,-0.015592905410149793,-1.5592905410149793
2021-07-29,HDFC Bank,0.0006702195111558673,0.06702195111558673
2021-07-30,HDFC Bank,0.005781807275114348,0.5781807275114348
2021-08-02,HDFC Bank,-0.0026639559201301344,-0.26639559201301344
2021-08-03,HDFC Bank,0.008470206150497317,0.8470206150497317
2021-08-04,HDFC Bank,0.021328479089896657,2.1328479089896657
2021-08-05,HDFC Bank,0.013341769140897242,1.3341769140897242
2021-08-06,HDFC Bank,0.005253213647760768,0.5253213647760768
2021-08-09,HDFC Bank,0.007537009948846096,0.7537009948846096
2021-08-10,HDFC Bank,0.002493456054821097,0.2493456054821097
2021-08-11,HDFC Bank,-0.008423716605127751,-0.8423716605127751
2021-08-12,HDFC Bank,0.004314521892232692,0.4314521892232692
2021-08-13,HDFC Bank,0.016517732870007018,1.6517732870007018
2021-08-16,HDFC Bank,0.0028830946651978717,0.28830946651978717
2021-08-17,HDFC Bank,-0.010420704196303587,-1.0420704196303587
2021-08-18,HDFC Bank,-0.0010893616757412516,-0.10893616757412516
2021-08-20,HDFC Bank,0.0011566775626796755,0.11566775626796755
2021-08-23,HDFC Bank,0.006502669530562555,0.6502669530562555
2021-08-24,HDFC Bank,0.02246488263180746,2.246488263180746
2021-08-25,HDFC Bank,-0.0009301079326867745,-0.09301079326867745
2021-08-26,HDFC Bank,-0.001669554793485073,-0.1669554793485073
