Simulation,Terminal Portfolio Value,Profit or Loss
1834,941410.6701597944,-58589.32984020561
1835,959074.2173219257,-40925.78267807432
1836,1096342.3504629738,96342.35046297382
1837,973531.6658449649,-26468.33415503509
1838,1064837.8252024874,64837.82520248741
1839,952196.8645979475,-47803.13540205255
1840,990373.3930226372,-9626.606977362768
1841,1011705.5117120886,11705.511712088599
1842,981168.6073183024,-18831.392681697616
1843,950181.5723183379,-49818.42768166214
1844,1025981.2657404259,25981.265740425908
1845,920796.8799771902,-79203.12002280983
1846,1038602.9890957124,38602.98909571243
1847,938928.4920836455,-61071.50791635446
1848,1029442.2257025763,29442.22570257634
1849,1000916.6987536213,916.6987536213128
1850,1068752.5447056773,68752.54470567731
1851,933447.6790096044,-66552.32099039562
1852,991510.5755136709,-8489.42448632908
1853,1126634.9500374752,126634.95003747521
1854,1091529.063209447,91529.06320944708
1855,1113935.1291074313,113935.12910743128
1856,1135837.198829822,135837.198829822
1857,989895.5297706261,-10104.470229373896
1858,1030313.662290872,30313.66229087196
1859,1079996.2520621833,79996.25206218334
1860,865658.4934215415,-134341.50657845847
1861,1052234.8110507468,52234.81105074682
1862,945631.0787517373,-54368.92124826275
1863,998299.6498615223,-1700.3501384777483
1864,1058085.726615471,58085.72661547107
1865,1120406.9918486415,120406.99184864154
1866,953526.0727229597,-46473.92727704032
1867,936721.7828061167,-63278.21719388326
1868,1032808.1505055054,32808.150505505386
1869,993341.5710730929,-6658.4289269071305
1870,951128.825298688,-48871.174701311975
1871,1001474.8949833268,1474.8949833267834
1872,966433.8050264212,-33566.19497357879
1873,929102.1835405666,-70897.81645943341
1874,957886.4666624798,-42113.5333375202
1875,1103608.9917768715,103608.9917768715
1876,1012160.2519164095,12160.25191640947
1877,1047777.0798324739,47777.079832473886
1878,1004820.5576438399,4820.557643839857
1879,1017082.08309632,17082.083096320042
1880,1087026.3764083907,87026.3764083907
1881,1052329.9305019926,52329.93050199258
1882,979710.7181853319,-20289.281814668095
1883,855661.4413697622,-144338.55863023782
1884,1056626.112897579,56626.11289757909
1885,1063215.8729431715,63215.87294317153
1886,927044.0065375767,-72955.99346242333
1887,974414.0689117288,-25585.9310882712
1888,1000872.5727489296,872.5727489296114
1889,996797.5701213776,-3202.42987862241
1890,1012770.8882466966,12770.888246696559
1891,1032216.4029080548,32216.402908054763
1892,966204.6471901715,-33795.35280982847
1893,1040310.9433435211,40310.943343521096
1894,979330.7632895046,-20669.236710495432
1895,1089611.325042999,89611.32504299888
1896,987690.0175349235,-12309.982465076493
1897,957640.1415860831,-42359.858413916896
1898,981742.7457401758,-18257.25425982417
1899,1015666.221080858,15666.221080858028
1900,1015092.9003267562,15092.900326756178
1901,964511.2417690287,-35488.75823097129
1902,973182.1160936948,-26817.883906305186
1903,940397.792597578,-59602.20740242198
1904,1077286.2284141805,77286.22841418046
1905,992773.6293711556,-7226.370628844365
1906,1051875.0165543328,51875.016554332804
1907,1034263.9135519201,34263.91355192009
1908,1051462.8601475789,51462.860147578875
1909,982563.7937436581,-17436.206256341888
1910,1092951.8387210122,92951.83872101223
1911,1067620.2868354018,67620.28683540178
1912,1010195.6928742357,10195.692874235683
1913,940749.6665002094,-59250.333499790635
1914,1039662.7909994047,39662.79099940474
1915,1033892.0438456791,33892.043845679145
1916,1023153.8311591584,23153.831159158377
1917,956877.4030120376,-43122.59698796237
1918,1055842.6211421771,55842.621142177144
1919,1049814.2664542503,49814.26645425032
1920,936317.4307681157,-63682.56923188432
1921,948528.1538096295,-51471.8461903705
1922,980745.5829971106,-19254.417002889444
1923,1004387.9917275956,4387.991727595567
1924,1091923.4344396226,91923.43443962256
1925,1118827.653250969,118827.65325096902
1926,986616.8766762201,-13383.123323779902
1927,944130.6201029795,-55869.379897020524
1928,1085677.0925682248,85677.09256822476
1929,859361.5291829013,-140638.47081709874
1930,1060399.0199238237,60399.01992382365
1931,928505.8908803214,-71494.10911967861
1932,1099478.920684897,99478.92068489711
1933,1076911.5080069215,76911.5080069215
1934,1012984.5829755268,12984.582975526806
1935,1011258.7184861857,11258.718486185651
1936,1025414.3854780617,25414.38547806174
1937,1065454.852508108,65454.8525081079
1938,1106754.0310449142,106754.03104491415
1939,978136.2372094044,-21863.762790595647
1940,1043672.6075466496,43672.60754664964
1941,1075829.1360629662,75829.1360629662
1942,1166006.7285164217,166006.72851642175
1943,1009636.4617189722,9636.46171897219
1944,992460.0280011526,-7539.971998847439
1945,1046610.4555370961,46610.45553709613
1946,947360.4430685393,-52639.55693146074
1947,1043894.6077652889,43894.60776528891
1948,1102570.4434796805,102570.44347968046
1949,1052203.5049538843,52203.50495388429
1950,899790.5194444753,-100209.4805555247
1951,997921.1134679039,-2078.886532096076
1952,996635.4002968922,-3364.599703107844
1953,1017417.5274651702,17417.52746517025
1954,996022.3318690514,-3977.6681309485575
1955,1007794.4120236895,7794.412023689481
1956,1008759.3980001062,8759.398000106215
1957,1045048.008555367,45048.00855536701
1958,1029768.8202839077,29768.8202839077
1959,1006294.1022738727,6294.102273872704
1960,920868.9168099017,-79131.08319009829
1961,933444.5674931329,-66555.4325068671
1962,1100103.912182441,100103.91218244098
1963,1137625.059714225,137625.0597142249
1964,985520.6197702657,-14479.38022973435
1965,956325.8347089604,-43674.16529103962
1966,1086012.1624281153,86012.16242811526
1967,1102653.802114948,102653.80211494793
1968,1014888.1683897226,14888.168389722588
1969,1071020.2861830741,71020.28618307412
1970,1005851.267694958,5851.26769495802
1971,971653.5470923733,-28346.45290762675
1972,985097.4306258918,-14902.569374108221
1973,961643.3404942959,-38356.65950570407
1974,1034452.3936349705,34452.39363497053
1975,1124422.8949076107,124422.89490761072
1976,999799.5168602259,-200.4831397740636
1977,936840.2112444222,-63159.788755577756
1978,1050140.9029642914,50140.902964291396
1979,1054065.669840687,54065.669840686955
1980,1172400.0547625388,172400.05476253876
1981,1045561.140064736,45561.14006473601
1982,1083543.654700174,83543.654700174
1983,998940.6300379506,-1059.3699620494153
1984,1092814.1272135668,92814.1272135668
1985,1010870.5259359482,10870.525935948244
1986,899631.2738418523,-100368.72615814768
1987,1050361.3192282268,50361.319228226785
1988,1051611.2984568772,51611.29845687724
1989,989671.4107004798,-10328.589299520245
1990,947144.0940164371,-52855.90598356293
1991,1006456.9321038072,6456.932103807223
1992,1147631.5387622444,147631.5387622444
1993,977755.1261199453,-22244.873880054685
1994,954996.3668482834,-45003.63315171655
1995,974199.8623453415,-25800.137654658523
1996,977130.6097874411,-22869.39021255891
1997,928527.5532831085,-71472.44671689149
1998,1080624.4862119667,80624.48621196672
1999,1008858.6966548148,8858.696654814761
2000,1029591.7495551694,29591.749555169372
2001,1063502.3316581333,63502.331658133306
2002,859378.7403833283,-140621.2596166717
2003,1082914.3252787467,82914.32527874666
2004,994826.3946961535,-5173.6053038465325
2005,963625.7503967857,-36374.249603214324
2006,1124370.5075839686,124370.50758396857
2007,1034506.8048448336,34506.80484483356
2008,987203.4904944137,-12796.50950558635
2009,1096745.5377928796,96745.53779287962
2010,996578.8678436646,-3421.1321563353995
2011,1033434.1646777523,33434.1646777523
2012,980354.4152527433,-19645.58474725671
2013,1092688.844513077,92688.84451307706
2014,1064958.2316853534,64958.23168535344
2015,923614.409956674,-76385.59004332602
2016,1020464.6592870903,20464.659287090297
2017,980530.7966306381,-19469.20336936193
2018,1036911.7974841866,36911.797484186594
2019,915875.1911516705,-84124.80884832947
2020,1089199.057144227,89199.05714422697
2021,1053311.5086066478,53311.50860664784
2022,992006.7525202468,-7993.2474797532195
2023,994698.1237647521,-5301.876235247939
2024,1005927.857854723,5927.857854722999
2025,955328.9641757925,-44671.03582420747
2026,1025013.203571917,25013.203571917024
2027,1091520.0052421938,91520.00524219382
2028,1132426.0215405296,132426.02154052956
2029,995255.8190024678,-4744.18099753221
2030,1017554.9263497081,17554.926349708112
2031,993687.3365267087,-6312.663473291323
2032,1016725.3709769127,16725.370976912673
2033,961491.4337918008,-38508.56620819925
2034,987434.1041119978,-12565.89588800224
2035,1084781.9380845886,84781.93808458862
2036,1017073.795765629,17073.79576562904
2037,994059.8753207481,-5940.124679251923
2038,1109969.3497563093,109969.3497563093
2039,1003858.2551858571,3858.255185857066
2040,954949.3802585842,-45050.61974141584
2041,1027434.8399641382,27434.839964138228
2042,1055086.5726886322,55086.57268863218
2043,1014943.7195921156,14943.719592115609
2044,934759.3805414886,-65240.619458511355
2045,1041234.8420457796,41234.84204577957
2046,969293.9312106364,-30706.068789363606
2047,955374.781539226,-44625.21846077405
2048,915899.4952053291,-84100.50479467085
2049,937719.5562157141,-62280.44378428592
2050,1019039.7972941294,19039.797294129385
2051,1016169.7485475192,16169.748547519208
2052,1068180.2850923904,68180.28509239038
2053,1109069.639669681,109069.63966968097
2054,1054146.538562315,54146.53856231505
2055,1035453.4312771683,35453.43127716833
2056,1002616.6990054626,2616.6990054625785
2057,993440.7116532251,-6559.288346774876
2058,1074067.7385177384,74067.73851773841
2059,1045166.7923227787,45166.792322778725
2060,986294.9388041913,-13705.061195808696
2061,1035671.7292158708,35671.729215870844
2062,1034808.4249130125,34808.42491301254
2063,973013.3430422078,-26986.656957792235
2064,993333.9738849087,-6666.026115091285
2065,970670.4281039215,-29329.57189607853
2066,937591.3251203052,-62408.67487969482
2067,972825.4450983986,-27174.554901601397
2068,1097578.0831360084,97578.08313600835
2069,936240.1393591659,-63759.860640834086
2070,994685.0307989792,-5314.96920102078
2071,1007129.3586777726,7129.358677772572
2072,975242.5513310058,-24757.448668994242
2073,1111200.5337134846,111200.53371348465
2074,900285.3376059883,-99714.66239401174
2075,1039595.3729775911,39595.37297759112
2076,1018476.0808594954,18476.080859495443
2077,1059829.4221359426,59829.422135942616
2078,1000412.4906344285,412.49063442845363
2079,1075784.7470624954,75784.74706249544
2080,960849.198639656,-39150.80136034405
2081,1002090.0031083353,2090.0031083353097
2082,1101202.043615526,101202.04361552605
2083,1056073.7844153724,56073.784415372415
2084,1169518.4072865304,169518.40728653036
2085,996678.6310478015,-3321.368952198536
2086,1033748.6596795113,33748.65967951133
2087,1098278.6920640308,98278.6920640308
2088,1052535.0128881605,52535.012888160534
2089,1152228.056456963,152228.05645696307
2090,1013061.5196070425,13061.519607042545
2091,994813.3771234946,-5186.6228765053675
2092,1024382.3837638368,24382.383763836813
2093,1029961.6351467293,29961.6351467293
2094,1083975.7029480685,83975.7029480685
2095,959036.2413580089,-40963.758641991066
2096,913971.0143699398,-86028.9856300602
2097,1016108.5311597399,16108.531159739941
2098,1070839.381578362,70839.38157836208
2099,997206.7725401951,-2793.2274598048534
2100,1000337.2092306293,337.2092306292616
2101,995106.8953591345,-4893.104640865466
2102,1121419.5935335886,121419.59353358857
2103,1099672.9614825808,99672.96148258075
2104,888270.5238645591,-111729.47613544087
2105,1063858.092098824,63858.09209882398
2106,1087495.7770926016,87495.77709260164
2107,952329.6956571471,-47670.304342852905
2108,1001614.8176735624,1614.8176735624438
2109,1053755.3576429454,53755.35764294537
2110,1064210.8219691492,64210.82196914917
2111,956264.1597565692,-43735.84024343081
2112,998922.5519222255,-1077.4480777744902
2113,893029.3622577986,-106970.63774220145
2114,1110148.4884877554,110148.48848775541
2115,1064114.404942372,64114.404942372115
2116,1078908.5494422219,78908.54944222188
2117,970142.9816507328,-29857.018349267193
2118,957832.5181284968,-42167.48187150317
2119,896158.1545008282,-103841.84549917176
2120,962452.1772458715,-37547.82275412849
2121,1102022.5975190708,102022.59751907084
2122,966224.64526052,-33775.35473947995
2123,1039942.8761267926,39942.87612679263
2124,1140175.9049931373,140175.90499313734
2125,909262.3129556015,-90737.68704439851
2126,1110641.4483848803,110641.44838488032
2127,1070046.612393629,70046.61239362904
2128,953217.7622167645,-46782.2377832355
2129,1037914.1598615762,37914.15986157616
2130,993738.3631000889,-6261.6368999111
2131,964151.8054809426,-35848.194519057404
2132,919738.0128217113,-80261.98717828875
2133,905557.2234674173,-94442.7765325827
2134,1038501.0196234732,38501.01962347317
2135,1012024.1213739791,12024.121373979142
2136,983877.7134238271,-16122.286576172919
2137,845771.5193283875,-154228.48067161255
2138,1040172.7812836469,40172.78128364694
2139,915460.2778014546,-84539.72219854535
2140,1040645.9136336177,40645.91363361769
2141,851878.0683957805,-148121.93160421948
2142,1035802.8856814487,35802.88568144874
2143,986370.3265274981,-13629.67347250192
2144,1036677.9559873394,36677.955987339374
2145,969068.129430139,-30931.87056986103
2146,1048825.5526019826,48825.55260198261
2147,936899.9881357893,-63100.01186421071
2148,968263.8827165425,-31736.11728345754
2149,976777.9566149365,-23222.04338506353
2150,997694.7276745649,-2305.2723254350713
2151,995331.28913644,-4668.7108635599725
2152,1068809.9235568861,68809.92355688615
2153,1147570.0281729917,147570.0281729917
2154,987332.9811996479,-12667.018800352118
2155,1075020.6823951525,75020.68239515251
2156,989473.0066132084,-10526.993386791553
2157,1045797.6091070493,45797.6091070493
2158,1001435.5748011365,1435.5748011365067
2159,1012813.6361888036,12813.63618880359
2160,1079163.275898731,79163.27589873108
2161,938240.8503072141,-61759.149692785926
2162,1095722.8271669527,95722.82716695266
2163,1044328.1654679844,44328.16546798439
2164,968869.1119655754,-31130.888034424628
2165,1009342.336022109,9342.336022109026
2166,957214.9966758988,-42785.00332410121
2167,1013537.7531828722,13537.753182872199
2168,1076186.6840713858,76186.68407138577
2169,1079848.6713271493,79848.67132714926
2170,1008312.9076591637,8312.907659163699
2171,950303.985249248,-49696.014750752016
2172,1007578.0455106569,7578.045510656899
2173,881303.8962710775,-118696.10372892255
2174,1099587.5376709881,99587.53767098812
2175,1111387.9235541378,111387.92355413781
2176,890093.5647144989,-109906.43528550107
2177,980457.7834865727,-19542.216513427324
2178,1026294.2333141285,26294.233314128476
2179,957421.6253149037,-42578.37468509632
2180,983506.6474096663,-16493.35259033367
2181,954044.4047165553,-45955.59528344474
2182,1139645.1547705273,139645.15477052727
2183,1084747.6991708397,84747.69917083974
2184,1016166.2629885304,16166.262988530449
2185,1240657.2030593457,240657.20305934572
2186,981335.7407764494,-18664.259223550558
2187,1100436.4701508118,100436.47015081183
2188,1004463.5892331499,4463.589233149891
2189,1004705.9897413659,4705.989741365891
2190,999305.208499274,-694.7915007260162
2191,940284.939625166,-59715.06037483399
2192,1093792.4427726336,93792.44277263363
2193,1006152.6620324887,6152.6620324887335
2194,1041562.1512317169,41562.15123171685
2195,975018.8488130849,-24981.151186915115
2196,963291.9362671357,-36708.063732864335
2197,1004735.8061495499,4735.806149549899
2198,999532.7549467891,-467.2450532108778
2199,872398.1470231301,-127601.85297686991
2200,1059792.1419612118,59792.141961211804
2201,1082753.782271047,82753.78227104689
2202,1226544.731673927,226544.73167392705
2203,1023509.7992440811,23509.799244081136
2204,955564.1163972428,-44435.88360275724
2205,953148.0573420331,-46851.942657966865
2206,1022254.152577909,22254.152577908942
2207,959775.62438677,-40224.37561323005
2208,1011217.8210842072,11217.821084207157
2209,1092989.6569254275,92989.6569254275
2210,1021259.3881939364,21259.388193936436
2211,870653.61376976,-129346.38623024
2212,1018634.3473238524,18634.34732385236
2213,993873.301067794,-6126.698932206025
2214,1091766.3519539484,91766.35195394838
2215,1056721.9775423778,56721.977542377776
2216,1045649.3786412558,45649.37864125578
2217,979984.5968574483,-20015.40314255166
2218,1025504.1773131599,25504.17731315992
2219,1024359.4963366025,24359.49633660249
2220,1107930.522462674,107930.52246267395
2221,1068440.9888639664,68440.98886396643
2222,1057326.004283216,57326.00428321608
2223,1130494.7823124412,130494.78231244115
2224,1052479.5226792197,52479.52267921972
2225,990170.1996448501,-9829.800355149899
2226,985988.315775639,-14011.684224360972
2227,958059.8206220272,-41940.17937797285
2228,954142.5091411065,-45857.49085889349
2229,983797.0929334122,-16202.907066587824
2230,990100.9524749933,-9899.047525006696
2231,881825.9612086054,-118174.03879139456
2232,1004878.7031787705,4878.703178770491
2233,1041285.1525547142,41285.15255471424
2234,1011688.101431472,11688.101431471994
2235,1111142.6658928595,111142.66589285946
2236,993220.7150680536,-6779.284931946429
2237,1122129.2108858754,122129.21088587539
2238,1075785.1702708616,75785.17027086159
2239,1050719.2736718205,50719.27367182053
2240,968940.6027682603,-31059.397231739713
2241,1030314.6410531605,30314.641053160536
2242,1052266.0440694499,52266.04406944988
2243,1023818.4323002328,23818.432300232816
2244,1063828.876968583,63828.87696858309
2245,942776.120124345,-57223.87987565505
2246,900367.9919061658,-99632.00809383416
2247,1022640.3732675511,22640.37326755107
2248,977611.0778173594,-22388.922182640643
2249,1032952.9468087895,32952.94680878951
2250,957424.733895972,-42575.26610402798
2251,1044570.4907819664,44570.490781966364
2252,937760.4206656612,-62239.57933433878
2253,1075752.8337455175,75752.83374551754
2254,1152893.396776945,152893.3967769451
2255,1014621.3620213573,14621.362021357287
2256,957614.0086294138,-42385.99137058621
2257,1068218.1036793988,68218.10367939877
2258,983474.3818084158,-16525.618191584246
2259,910451.5966248151,-89548.40337518486
2260,943311.3640859706,-56688.63591402944
2261,1014786.7691792878,14786.769179287832
2262,1124590.2737635614,124590.27376356139
2263,864319.3243204735,-135680.67567952652
2264,1045873.307075167,45873.30707516696
2265,1026767.7070007065,26767.70700070646
2266,1125323.8246363192,125323.82463631919
2267,968712.1015515309,-31287.898448469117
2268,1011267.2936112616,11267.293611261644
2269,1037411.1944526784,37411.194452678435
2270,996579.6262976709,-3420.373702329118
2271,1107120.7271541022,107120.72715410218
2272,995167.9496763343,-4832.050323665724
2273,998698.7108158018,-1301.2891841982491
2274,935661.0985497711,-64338.90145022888
2275,1004359.648196723,4359.648196722963
2276,990752.8974630455,-9247.102536954451
2277,1059986.618948469,59986.61894846894
2278,952937.7299906692,-47062.27000933082
2279,931828.6975836783,-68171.3024163217
2280,1015532.9766345873,15532.976634587278
2281,965591.9916486175,-34408.00835138245
2282,1047521.6463207618,47521.64632076176
2283,1035903.8554013837,35903.85540138371
2284,1036218.0878497578,36218.08784975775
2285,1134744.3170905064,134744.31709050643
2286,1069085.185531608,69085.18553160806
2287,1091853.2173179265,91853.21731792646
2288,974690.5924635587,-25309.407536441344
2289,954562.0537159158,-45437.94628408423
2290,984998.1968173152,-15001.803182684816
2291,1064037.3970630588,64037.3970630588
2292,1048663.6416134282,48663.64161342825
2293,1003024.1230363545,3024.1230363545474
2294,1030887.6034195344,30887.603419534396
2295,1100203.1890226598,100203.18902265979
2296,859310.8576897364,-140689.1423102636
2297,1127669.247060649,127669.2470606491
2298,1094052.5661038384,94052.56610383838
2299,1041864.4993722854,41864.49937228544
2300,1010060.9348295748,10060.934829574777
2301,992968.2183390247,-7031.781660975306
2302,1084138.3324957318,84138.33249573177
2303,909637.8941196406,-90362.10588035942
2304,988237.8474216298,-11762.15257837018
2305,983197.8479227291,-16802.152077270905
2306,1036440.0989060117,36440.09890601167
2307,954613.1940556397,-45386.80594436033
2308,1032324.0333632318,32324.033363231807
2309,1050390.4310352448,50390.43103524484
2310,909358.9655582159,-90641.03444178414
2311,1071803.041857873,71803.04185787309
2312,974452.2219655464,-25547.77803445363
2313,806625.8539268733,-193374.1460731267
2314,1099043.610782171,99043.6107821709
2315,1094491.8266441151,94491.82664411515
2316,1021313.875976192,21313.87597619195
2317,1013753.643566551,13753.643566551036
2318,1135893.5895338363,135893.58953383635
2319,909379.4007672647,-90620.59923273535
2320,942874.2056716427,-57125.794328357326
2321,1109596.4729065371,109596.47290653712
2322,886799.7376811713,-113200.26231882873
2323,966622.1138355772,-33377.886164422845
2324,1071399.9029385017,71399.90293850168
2325,1178245.66922957,178245.66922957008
2326,933352.5359319453,-66647.46406805469
2327,875816.2090431193,-124183.79095688066
2328,1016999.9263872058,16999.926387205836
2329,974813.7119285787,-25186.288071421324
2330,975048.0837401289,-24951.916259871097
2331,1133850.4601633209,133850.46016332088
2332,925958.0008843968,-74041.99911560316
2333,861139.0807013816,-138860.91929861845
2334,1007251.134525791,7251.134525791043
2335,1058054.597105062,58054.5971050621
2336,998131.3528876326,-1868.6471123674419
2337,944719.5709833638,-55280.42901663622
2338,1037030.1622274114,37030.162227411405
2339,1035068.4717548642,35068.47175486421
2340,955525.3052462083,-44474.69475379167
2341,920435.2843364317,-79564.71566356835
2342,1222477.3005787095,222477.30057870946
2343,1049530.0701797758,49530.07017977582
2344,999599.8039297512,-400.19607024884317
2345,971998.3493263684,-28001.65067363158
2346,913487.5755305619,-86512.42446943815
2347,1136283.5402625448,136283.54026254476
2348,949040.3826727774,-50959.6173272226
2349,1042055.1877781863,42055.187778186286
2350,1034816.1514526148,34816.15145261481
2351,975373.5217154376,-24626.478284562356
2352,1012354.657479532,12354.657479531947
2353,983902.35649338,-16097.643506619963
2354,1060761.3658536857,60761.36585368565
2355,1034476.5954075368,34476.595407536835
2356,1001769.0167832489,1769.016783248866
2357,1040503.552572637,40503.55257263698
2358,1067295.339822469,67295.33982246905
2359,948373.7179404473,-51626.28205955273
2360,1056930.246448629,56930.24644862907
2361,978771.9524326675,-21228.047567332513
2362,1023880.9898913989,23880.98989139893
2363,1121648.143011032,121648.1430110319
2364,1161242.322626618,161242.32262661797
2365,980052.2490789139,-19947.75092108606
2366,1013084.6967879819,13084.696787981899
2367,1023127.610135752,23127.61013575201
2368,1025845.5537549271,25845.553754927125
2369,1072222.8332152208,72222.83321522083
2370,1111647.29732034,111647.29732034006
2371,1085197.5058557668,85197.50585576682
2372,914134.3958285045,-85865.60417149554
2373,1137776.184816809,137776.1848168089
2374,1147779.8659427126,147779.86594271264
2375,993440.4770004717,-6559.52299952833
2376,1080028.7737538803,80028.77375388029
2377,1014917.980181379,14917.98018137901
2378,1037279.8559612635,37279.85596126353
2379,1057713.328325075,57713.3283250751
2380,863800.6241776318,-136199.3758223682
2381,1081177.8296819148,81177.82968191477
2382,1061018.7153536957,61018.715353695676
2383,945556.5637696969,-54443.43623030314
2384,999686.7562334882,-313.24376651179045
2385,1068547.877985335,68547.87798533496
2386,1006511.598727204,6511.598727204022
2387,1052485.8851432363,52485.88514323626
2388,1055346.1252953166,55346.12529531657
2389,956822.208474175,-43177.79152582504
2390,1005957.5858925927,5957.585892592673
2391,987823.7912992623,-12176.208700737683
2392,1025450.3822573435,25450.382257343503
2393,954676.5441758678,-45323.455824132194
2394,1032590.729044494,32590.729044493986
2395,946066.5319485029,-53933.468051497126
2396,927962.8851593185,-72037.11484068155
2397,1001532.0005374622,1532.0005374621833
2398,1055310.038489272,55310.03848927189
2399,1009465.7961039104,9465.796103910427
2400,1029532.7942492736,29532.794249273604
2401,1022017.1490304051,22017.149030405097
2402,1013270.4076517414,13270.407651741407
2403,1068183.0347529612,68183.03475296125
2404,1084664.5683097115,84664.56830971153
2405,1116631.6428636857,116631.64286368573
2406,957634.5342961656,-42365.46570383443
2407,1086799.8741085483,86799.87410854828
2408,975214.2523853043,-24785.74761469569
2409,850381.4532663348,-149618.54673366516
2410,986804.8059832684,-13195.194016731577
2411,1052541.8883876575,52541.88838765747
2412,1035737.9946615217,35737.99466152175
2413,1035326.8049177154,35326.80491771537
2414,1034019.047604861,34019.04760486097
2415,1006025.8363959993,6025.8363959993
2416,1041882.828543399,41882.828543398995
2417,993070.6094457062,-6929.390554293757
2418,1000400.9313181412,400.9313181411708
2419,1075339.1648317287,75339.16483172867
2420,1009337.8747363624,9337.87473636237
2421,1034245.2137671767,34245.21376717673
2422,1005458.1391533288,5458.139153328841
2423,1035327.2561845548,35327.256184554775
2424,937626.5341078303,-62373.46589216974
2425,1028919.9435165599,28919.9435165599
2426,995661.653961309,-4338.346038691001
2427,963077.0762209087,-36922.92377909133
2428,1048373.5873042435,48373.58730424347
2429,976727.3917054826,-23272.608294517384
2430,969135.3632987135,-30864.636701286538
2431,1104901.1830511715,104901.18305117148
2432,951889.7826681965,-48110.21733180352
2433,1034134.5454008019,34134.54540080193
2434,1094911.864656721,94911.86465672101
2435,963779.2920779376,-36220.70792206237
2436,1207073.1424691884,207073.14246918843
2437,967424.9048099135,-32575.09519008652
2438,945534.547826469,-54465.452173531055
2439,952821.8061284908,-47178.19387150917
2440,1004691.6455044021,4691.645504402113
2441,984230.5224395483,-15769.47756045172
2442,930629.2043052376,-69370.79569476238
2443,1172006.4433334456,172006.44333344558
2444,1020394.7267154632,20394.726715463214
2445,1136967.3950656748,136967.3950656748
2446,970576.0291353025,-29423.970864697476
2447,1084210.60404119,84210.60404118989
2448,1113242.7479784521,113242.74797845213
2449,999471.2840855897,-528.7159144103061
2450,995214.000870581,-4785.999129418982
2451,1162405.8708518827,162405.87085188273
2452,970036.9553883951,-29963.044611604884
2453,1061347.3639833792,61347.36398337921
2454,989923.098392793,-10076.901607207023
2455,1028661.4572795831,28661.45727958309
2456,1052333.5572472233,52333.55724722333
2457,946174.0833701629,-53825.91662983713
2458,1045409.8049474936,45409.8049474936
2459,1064599.152141889,64599.15214188909
2460,1111551.42550933,111551.42550932989
2461,1083234.0848581686,83234.08485816862
2462,953201.6037050439,-46798.396294956096
2463,1063562.3706887017,63562.37068870175
2464,1035126.3105051111,35126.31050511112
2465,943764.261492731,-56235.73850726895
2466,1185030.4583529977,185030.45835299767
2467,915302.411465819,-84697.588534181
2468,1034262.9012984814,34262.90129848139
2469,1059319.4064343935,59319.40643439349
2470,947444.8105699283,-52555.18943007174
2471,999672.5160474314,-327.48395256861113
2472,1012781.4077153787,12781.407715378678
2473,1042768.9905207173,42768.99052071734
2474,1094383.7567323884,94383.7567323884
2475,1005778.8149635817,5778.814963581739
2476,1033588.976377698,33588.97637769801
2477,1143779.7558087176,143779.75580871757
2478,956338.6443828369,-43661.35561716312
2479,1097936.5107356342,97936.51073563425
2480,994675.062972055,-5324.93702794495
2481,967704.1095818604,-32295.890418139636
2482,982315.1586266311,-17684.841373368865
2483,1043835.934854493,43835.93485449301
2484,964881.7876616846,-35118.21233831544
2485,991034.8994030812,-8965.10059691884
2486,889793.5175014723,-110206.48249852774
2487,1030652.3165603661,30652.316560366075
2488,984665.0203935112,-15334.979606488836
2489,1005343.4413856133,5343.441385613289
2490,1072017.6375868523,72017.6375868523
2491,1030943.0400150481,30943.040015048115
2492,983966.6232233254,-16033.376776674646
2493,958044.4434052795,-41955.55659472046
2494,1028440.3465389945,28440.34653899446
2495,1130963.3703099885,130963.3703099885
2496,1099575.1563221002,99575.1563221002
2497,1110104.179141511,110104.17914151098
2498,1014619.0229400023,14619.022940002265
2499,977574.6493180743,-22425.350681925658
2500,980018.5083225318,-19981.491677468177
2501,1056979.7930462689,56979.79304626887
2502,1067689.1987596005,67689.19875960052
2503,837488.8747609897,-162511.12523901032
2504,1107500.1222428684,107500.12224286841
2505,1045420.4412989852,45420.441298985155
2506,918710.4902520301,-81289.50974796992
2507,1075250.9688320064,75250.96883200645
2508,1015198.0716832327,15198.071683232673
2509,993476.7940408536,-6523.205959146377
2510,1189462.895876982,189462.89587698202
2511,1127768.6798653377,127768.67986533768
2512,988323.8245875221,-11676.175412477925
2513,990917.6347214287,-9082.365278571262
2514,998747.05643346,-1252.9435665400233
2515,1003908.7016550683,3908.7016550683184
2516,1076784.7680695471,76784.76806954714
2517,1046553.7819363091,46553.78193630907
2518,963266.8497924525,-36733.15020754747
2519,1073674.1010249248,73674.10102492478
2520,1037569.4165094763,37569.41650947626
2521,935838.2081422459,-64161.79185775411
2522,947013.4147093692,-52986.585290630814
2523,1226866.9257922848,226866.92579228478
2524,1050070.1400629645,50070.14006296452
2525,985485.2571879114,-14514.742812088574
2526,1001124.3054322061,1124.3054322061362
2527,1088562.157203847,88562.15720384708
2528,998073.7052917838,-1926.2947082162136
2529,961202.9896815752,-38797.010318424786
2530,998576.4586620077,-1423.5413379922975
2531,1048931.4640476536,48931.4640476536
2532,987960.917204598,-12039.082795402035
2533,859628.0028268672,-140371.99717313284
2534,1071774.0268556818,71774.02685568179
2535,938081.4954482131,-61918.50455178693
2536,1020403.1042011244,20403.1042011244
