Portfolio Value (INR),Confidence Level,Historical VaR (%),Historical VaR (INR),Historical CVaR (%),Historical CVaR (INR),Parametric VaR (%),Parametric VaR (INR)
1000000,0.95,1.7075349608819748,17075.34960881975,2.8568862471064618,28568.862471064618,1.9975445718794367,19975.445718794366
